csid,age_class_part,sex,loc_stat,season,day,diary_type,part_educ_stat,part_job,age_class_cont,diary_keeper,shadow_present,shadow_num,fam_rel,share_hh,same_room,share_bed,ever_met,how_often,difficulties_filling_diary,difficulty_comments,record_all_contacts,record_contacts_comments,behaviour_change,behaviour_change_comments,other_comments,dok_year
26,5,"Female",1,1,1,"Picture","2","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","Yes","Often","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Missing","Missing","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Older","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Pre-School","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","Yes","Often","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Yes","Often","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Yes","Regularly","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Secondary","Participant",0,0,"Missing","No","Missing","Missing","Yes","Often","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
26,5,"Female",1,1,1,"Picture","2","Other","Adult","Participant",0,0,"Missing","No","Missing","Missing","Yes","Often","No","none","Yes","none","Yes","some of the students were afraid to greet the participants after they knew he was keeping the diary","999",2011
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Sibling","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Parent","Yes","No","No","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Other relative","Yes","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Sibling","No","Yes","No","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","Yes","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Other relative","Yes","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Other relative","Yes","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Parent","No","No","No","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Sibling","No","Yes","No","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Pre-School","Shadow",1,2,"Other relative","Yes","Yes","Yes","Missing","Missing","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Primary","Shadow",1,2,"Sibling","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
28,3,"Female",1,0,1,"Picture","1","Student","Adult","Shadow",1,2,"Other relative","No","Yes","Yes","Yes","Daily","No","None","No","At times the participant was away from the sight of the shadow.","No","None","No comment",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Secondary","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Secondary","Participant",0,0,"Offspring","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Spouse","No","Yes","Yes","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","Yes","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Secondary","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Older","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Daily","No","None","Yes","None","No","None","999",2012
29,5,"Male",1,0,1,"Picture","1","Business Person","Adult","Participant",0,0,"Offspring","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","999",2012
33,3,"Male",1,1,1,"Picture","0","Student","Pre-School","Participant",0,0,"Sibling","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No comment",2011
33,3,"Male",1,1,1,"Picture","0","Student","Adult","Participant",0,0,"Other relative","No","No","No","Yes","Regularly","No","None","Yes","None","No","None","No comment",2011
